Bucket label,RT,m/z,Name,Formula,Peak number
320.33664 Da 1232.31 s,20.54,321.34392,,C14H40N8,bin_1308
640.58279 Da 1232.31 s,20.54,641.59007,,,bin_1309
721.58013 Da 1232.31 s,20.54,722.5874,,,bin_1310
260.14435 Da 1232.31 s,20.54,261.15162,,C10H20N4O4,bin_1311
484.34884 Da 1234.91 s,20.58,485.35612,,,bin_1312
318.30569 Da 1234.91 s,20.58,319.31297,,C18H42N2S,bin_1313
1325.06573 Da 1234.91 s,20.58,663.54014,,,bin_1314
722.55782 Da 1234.91 s,20.58,723.5651,,,bin_1315
308.15163 Da 1234.91 s,20.58,309.15891,,C12H25N2O5P,bin_1316
824.57430 Da 1235.78 s,20.6,825.58158,,C34H91N4O9P3S,bin_1317
527.43138 Da 1236.78 s,20.61,528.43866,,C27H62NO6P,bin_1318
89.94345 Da 1237.41 s,20.62,90.95073,,,bin_1319
1064.87032 Da 1237.41 s,20.62,533.44244,,,bin_1320
708.56544 Da 1237.41 s,20.62,709.57272,,,bin_1321
479.00238 Da 1237.41 s,20.62,480.00965,,C19H10N7O3PS2,bin_1322
747.50007 Da 1237.45 s,20.62,748.50735,,C28H73N7O13S,bin_1323
671.51336 Da 1238.33 s,20.64,672.52064,,,bin_1324
669.41389 Da 1238.33 s,20.64,670.42116,,C34H71NOS5,bin_1325
309.00911 Da 1240.02 s,20.67,310.01639,,C8H11N3O6S2,bin_1326
628.56649 Da 1240.02 s,20.67,629.57377,,C32H72N10S,bin_1327
492.30703 Da 1240.04 s,20.67,493.3143,,C15H45N10O4PS,bin_1328
376.31619 Da 1240.94 s,20.68,377.32346,,C28H40,bin_1329
115.04818 Da 1242.59 s,20.71,116.05545,,,bin_1330
450.40306 Da 1242.59 s,20.71,451.41034,,C24H54N2O5,bin_1331
730.80156 Da 1242.59 s,20.71,366.40806,,,bin_1332
555.49542 Da 1242.59 s,20.71,556.5027,,C33H61N7,bin_1333
960.66397 Da 1243.49 s,20.72,961.67125,,C48H93N6O11P,bin_1334
712.43760 Da 1245.17 s,20.75,713.44487,,,bin_1335
318.27700 Da 1245.17 s,20.75,319.28427,,C18H38O4,bin_1336
687.59526 Da 1247.77 s,20.8,688.60254,,C47H77NO2,bin_1337
424.40449 Da 1247.77 s,20.8,425.41176,,C26H52N2O2,bin_1338
643.56218 Da 1247.77 s,20.8,644.56945,,,bin_1339
599.52820 Da 1247.77 s,20.8,600.53547,,C25H74N7O4PS,bin_1340
283.34755 Da 1247.77 s,20.8,284.35483,,,bin_1341
450.35270 Da 1248.76 s,20.81,451.35998,,C20H54N2O4S2,bin_1342
740.52020 Da 1248.76 s,20.81,371.26738,,,bin_1343
658.50328 Da 1248.76 s,20.81,659.51055,,,bin_1344
304.17749 Da 1250.42 s,20.84,305.18477,,C10H29N2O6P,bin_1345
722.46963 Da 1252.97 s,20.88,723.47691,,C27H68N10O8P2,bin_1346
493.55845 Da 1253.81 s,20.9,494.56573,,C34H71N,bin_1347
1200.82220 Da 1254.75 s,20.91,401.28134,,,bin_1348
328.31644 Da 1255.45 s,20.92,329.32372,,C21H44S,bin_1349
281.27221 Da 1255.45 s,20.92,282.27949,,C18H35NO,bin_1350
731.62990 Da 1255.55 s,20.93,732.63717,,C46H85NO3S,bin_1351
493.61034 Da 1255.55 s,20.93,494.61762,,,bin_1352
255.31161 Da 1258.05 s,20.97,256.31889,,,bin_1353
745.64776 Da 1260.45 s,21.01,746.65504,,,bin_1354
304.32008 Da 1260.45 s,21.01,305.32736,,C16H40N4O,bin_1355
556.97469 Da 1263.17 s,21.05,557.98196,,,bin_1356
496.41259 Da 1263.76 s,21.06,497.41986,,C30H56O5,bin_1357
1142.89790 Da 1263.76 s,21.06,572.45623,,,bin_1358
439.98645 Da 1265.47 s,21.09,440.99373,,C12H25O3PS6,bin_1359
101.09939 Da 1265.47 s,21.09,102.10667,,C4H11N3,bin_1360
657.57863 Da 1265.47 s,21.09,658.58591,,C36H75N5O5,bin_1361
379.36672 Da 1265.47 s,21.09,380.374,,C22H45N5,bin_1362
450.02223 Da 1267.99 s,21.13,451.02951,,C22H10O11,bin_1363
303.31534 Da 1267.99 s,21.13,304.32261,,C18H41NO2,bin_1364
411.00538 Da 1267.99 s,21.13,412.01266,,C11H15N3O8P2S,bin_1365
520.37490 Da 1268.34 s,21.14,521.38218,,,bin_1366
73.08829 Da 1268.80 s,21.15,74.09557,,C4H11N,bin_1367
103.09879 Da 1268.80 s,21.15,104.10607,,C5H13NO,bin_1368
403.89141 Da 1268.80 s,21.15,404.89869,,C20H4S5,bin_1369
131.89405 Da 1268.80 s,21.15,132.90133,,,bin_1370
429.90496 Da 1268.80 s,21.15,430.91224,,C15H11O3PS5,bin_1371
984.79704 Da 1269.76 s,21.16,493.40579,,,bin_1372
499.95130 Da 1269.76 s,21.16,250.98292,,,bin_1373
189.94620 Da 1270.16 s,21.17,95.98038,,,bin_1374
575.84492 Da 1270.29 s,21.17,288.92974,,,bin_1375
239.92231 Da 1270.29 s,21.17,120.96843,,,bin_1376
230.92809 Da 1270.29 s,21.17,231.93536,,C7H5NS4,bin_1377
336.96341 Da 1270.40 s,21.17,337.97068,,C13H8NO4PS2,bin_1378
213.02176 Da 1270.40 s,21.17,107.51815,,,bin_1379
447.95255 Da 1270.40 s,21.17,224.98355,,,bin_1380
499.98257 Da 1270.55 s,21.18,250.99856,,,bin_1381
227.92820 Da 1270.55 s,21.18,228.93548,,,bin_1382
599.87672 Da 1270.55 s,21.18,300.94564,,,bin_1383
117.46394 Da 1270.55 s,21.18,118.47122,,,bin_1384
318.97885 Da 1270.55 s,21.18,319.98613,,,bin_1385
257.90567 Da 1270.55 s,21.18,258.91295,,C7H2N2OS4,bin_1386
161.91466 Da 1270.55 s,21.18,81.96461,,,bin_1387
575.89067 Da 1270.55 s,21.18,288.95261,,,bin_1388
171.93580 Da 1270.55 s,21.18,86.97518,,C5HO3PS,bin_1389
324.07483 Da 1270.55 s,21.18,163.04469,,,bin_1390
305.95813 Da 1270.55 s,21.18,306.9654,,C13H7O3PS2,bin_1391
659.88457 Da 1270.55 s,21.18,330.94956,,,bin_1392
367.96465 Da 1270.55 s,21.18,184.9896,,,bin_1393
114.92171 Da 1270.55 s,21.18,115.92898,,,bin_1394
193.87841 Da 1270.55 s,21.18,97.94648,,,bin_1395
90.51045 Da 1270.55 s,21.18,91.51773,,,bin_1396
76.45967 Da 1270.55 s,21.18,77.46695,,,bin_1397
106.44973 Da 1270.55 s,21.18,107.457,,,bin_1398
183.93235 Da 1270.55 s,21.18,92.97345,,,bin_1399
316.96195 Da 1270.55 s,21.18,317.96922,,C7H4N5O6PS,bin_1400
89.47273 Da 1270.55 s,21.18,90.48,,,bin_1401
492.44657 Da 1270.55 s,21.18,493.45385,,,bin_1402
980.85752 Da 1270.55 s,21.18,491.43604,,,bin_1403
85.47021 Da 1270.55 s,21.18,86.47748,,,bin_1404
179.93449 Da 1270.55 s,21.18,90.97452,,,bin_1405
68.46868 Da 1270.55 s,21.18,69.47596,,,bin_1406
98.50208 Da 1270.55 s,21.18,99.50935,,,bin_1407
176.86123 Da 1270.55 s,21.18,89.43789,,,bin_1408
67.90523 Da 1270.55 s,21.18,68.91251,,,bin_1409
178.98354 Da 1270.55 s,21.18,90.49905,,C7H2NO3P,bin_1410
102.92744 Da 1270.55 s,21.18,103.93472,,,bin_1411
115.52417 Da 1270.55 s,21.18,116.53145,,,bin_1412
115.45894 Da 1270.55 s,21.18,116.46622,,,bin_1413
182.02032 Da 1270.55 s,21.18,92.01744,,,bin_1414
540.00648 Da 1270.55 s,21.18,271.01052,,,bin_1415
70.90832 Da 1270.55 s,21.18,71.9156,,,bin_1416
88.90511 Da 1270.55 s,21.18,89.91239,,,bin_1417
247.88926 Da 1270.55 s,21.18,124.9519,,,bin_1418
483.97213 Da 1270.82 s,21.18,242.99334,,,bin_1419
980.75878 Da 1270.82 s,21.18,491.38666,,,bin_1420
291.91320 Da 1270.82 s,21.18,146.96388,,,bin_1421
134.48984 Da 1270.82 s,21.18,135.49711,,,bin_1422
153.95881 Da 1270.82 s,21.18,154.96608,,C6H2OS2,bin_1423
176.91487 Da 1270.82 s,21.18,89.46471,,,bin_1424
450.34323 Da 1270.82 s,21.18,451.35051,,,bin_1425
412.14454 Da 1270.82 s,21.18,207.07955,,,bin_1426
369.95439 Da 1270.82 s,21.18,185.98447,,,bin_1427
80.89898 Da 1272.80 s,21.21,81.90626,,,bin_1428
70.88460 Da 1272.80 s,21.21,71.89187,,,bin_1429
189.88376 Da 1272.80 s,21.21,95.94916,,,bin_1430
292.03048 Da 1272.80 s,21.21,147.02251,,,bin_1431
282.01159 Da 1272.80 s,21.21,283.01887,,C12H11O4PS,bin_1432
89.91379 Da 1272.80 s,21.21,90.92107,,,bin_1433
75.95951 Da 1272.80 s,21.21,76.96679,,,bin_1434
153.91554 Da 1272.80 s,21.21,77.96504,,,bin_1435
87.89691 Da 1272.80 s,21.21,88.90419,,,bin_1436
135.89367 Da 1272.80 s,21.21,68.95411,,,bin_1437
197.83670 Da 1272.80 s,21.21,99.92563,,,bin_1438
458.01743 Da 1272.80 s,21.21,230.01599,,,bin_1439
71.89307 Da 1272.80 s,21.21,72.90034,,,bin_1440
240.00680 Da 1275.76 s,21.26,121.01068,,,bin_1441
260.02269 Da 1275.76 s,21.26,261.02997,,C8H4N8OS,bin_1442
274.07507 Da 1275.76 s,21.26,275.08235,,C7H19N2O5PS,bin_1443
117.98792 Da 1275.76 s,21.26,118.99519,,C7H2S,bin_1444
294.08700 Da 1275.76 s,21.26,295.09427,,C7H15N6O5P,bin_1445
101.98564 Da 1275.76 s,21.26,102.99292,,C2H2N2OS,bin_1446
293.95263 Da 1277.17 s,21.29,147.98359,,,bin_1447
174.01505 Da 1278.89 s,21.31,175.02233,,C10H6OS,bin_1448
102.98116 Da 1278.89 s,21.31,103.98844,,,bin_1449
210.09615 Da 1278.89 s,21.31,211.10343,,C5H14N4O5,bin_1450
497.87047 Da 1278.99 s,21.32,249.94251,,,bin_1451
364.14079 Da 1279.22 s,21.32,183.07767,,,bin_1452
158.05488 Da 1279.45 s,21.32,80.03471,,,bin_1453
599.82323 Da 1279.91 s,21.33,300.91889,,,bin_1454
290.00219 Da 1281.28 s,21.35,291.00947,,,bin_1455
115.99344 Da 1281.28 s,21.35,117.00072,,C4H4O2S,bin_1456
208.07951 Da 1281.28 s,21.35,209.08678,,C5H12N4O5,bin_1457
284.00805 Da 1283.59 s,21.39,285.01533,,C14H8N2OS2,bin_1458
80.97598 Da 1283.59 s,21.39,81.98325,,,bin_1459
501.93162 Da 1284.20 s,21.4,251.97309,,,bin_1460
503.93853 Da 1284.76 s,21.41,252.97654,,,bin_1461
126.98175 Da 1285.96 s,21.43,127.98903,,C3HN3OS,bin_1462
470.08670 Da 1288.40 s,21.47,236.05063,,,bin_1463
219.04184 Da 1290.89 s,21.51,220.04911,,C13H5N3O,bin_1464
342.01851 Da 1291.86 s,21.53,172.01653,,,bin_1465
237.05865 Da 1298.70 s,21.65,238.06593,,C7H7N7O3,bin_1466
142.94683 Da 1301.23 s,21.69,143.95411,,C4HNOS2,bin_1467
337.90475 Da 1314.97 s,21.92,338.91203,,C9H6O6S4,bin_1468
73.96687 Da 1336.29 s,22.27,74.97415,,,bin_1469
108.98357 Da 1346.38 s,22.44,109.99085,,,bin_1470
228.99289 Da 1360.33 s,22.67,115.50372,,,bin_1471
123.95544 Da 1361.51 s,22.69,124.96271,,,bin_1472
87.94600 Da 1362.99 s,22.72,88.95327,,,bin_1473
335.96186 Da 1365.65 s,22.76,336.96913,,C11H12O4S4,bin_1474
286.00010 Da 1366.51 s,22.78,287.00738,,C8H14O5S3,bin_1475
199.94823 Da 1367.70 s,22.8,200.9555,,C5HN2O3PS,bin_1476
249.95761 Da 1370.36 s,22.84,125.98608,,,bin_1477
85.95723 Da 1371.57 s,22.86,86.9645,,,bin_1478
103.97607 Da 1374.02 s,22.9,104.98335,,C3H4S2,bin_1479
253.96946 Da 1374.02 s,22.9,254.97674,,C4H7N4O3PS2,bin_1480
169.85332 Da 1376.46 s,22.94,85.93394,,,bin_1481
169.91535 Da 1378.04 s,22.97,85.96495,,,bin_1482
101.94214 Da 1379.02 s,22.98,102.94941,,,bin_1483
128.02155 Da 1381.58 s,23.03,129.02883,,,bin_1484
115.99812 Da 1381.58 s,23.03,117.00539,,C4H4O2S,bin_1485
156.02038 Da 1385.40 s,23.09,157.02766,,C10H4O2,bin_1486
116.01181 Da 1385.70 s,23.1,117.01909,,C4H4O4,bin_1487
187.08000 Da 1389.09 s,23.15,188.08728,,C7H13N3OS,bin_1488
208.06103 Da 1399.90 s,23.33,105.03779,,C6H13N2O4P,bin_1489
99.00931 Da 1404.17 s,23.4,100.01658,,C4H5NS,bin_1490
77.95604 Da 1404.17 s,23.4,78.96332,,,bin_1491
191.93015 Da 1404.17 s,23.4,96.97235,,,bin_1492
337.90296 Da 1407.37 s,23.46,338.91024,,,bin_1493
337.93550 Da 1409.27 s,23.49,338.94278,,C17H6S4,bin_1494
94.49123 Da 1409.27 s,23.49,95.4985,,,bin_1495
222.04112 Da 1412.36 s,23.54,112.02784,,C8H6N4O4,bin_1496
156.01690 Da 1417.02 s,23.62,157.02418,,C5H4N2O4,bin_1497
385.94512 Da 1420.27 s,23.67,386.9524,,,bin_1498
162.02003 Da 1424.77 s,23.75,163.02731,,C4H7N2O3P,bin_1499
235.95643 Da 1426.92 s,23.78,236.96371,,,bin_1500
108.93341 Da 1431.92 s,23.87,109.94068,,,bin_1501
184.05715 Da 1432.02 s,23.87,185.06442,,C9H12O2S,bin_1502
208.02151 Da 1434.48 s,23.91,105.01803,,,bin_1503
385.97945 Da 1439.59 s,23.99,386.98673,,C11H8N4O8P2,bin_1504
248.09909 Da 1442.65 s,24.04,125.05682,,C10H12N6O2,bin_1505
86.02222 Da 1442.65 s,24.04,87.02949,,,bin_1506
172.98038 Da 1447.07 s,24.12,87.49747,,C5H3NO4S,bin_1507
124.03480 Da 1452.14 s,24.2,125.04208,,,bin_1508
202.00255 Da 1452.14 s,24.2,203.00983,,C7H7O5P,bin_1509
129.02361 Da 1459.69 s,24.33,130.03089,,C5H7NOS,bin_1510
82.97694 Da 1467.35 s,24.46,83.98421,,,bin_1511
243.92862 Da 1477.36 s,24.62,244.9359,,C7H4N2S4,bin_1512
209.95497 Da 1487.46 s,24.79,210.96225,,C7H2N2O2S2,bin_1513
111.01965 Da 1488.71 s,24.81,112.02693,,,bin_1514
144.00491 Da 1490.01 s,24.83,145.01219,,C5H4O5,bin_1515
178.98362 Da 1490.01 s,24.83,90.49909,,C7H2NO3P,bin_1516
201.99191 Da 1491.30 s,24.86,202.99919,,C11H6S2,bin_1517
74.00395 Da 1492.48 s,24.87,75.01122,,,bin_1518
208.06646 Da 1494.94 s,24.92,105.0405,,,bin_1519
106.03239 Da 1496.50 s,24.94,107.03966,,C4H2N4,bin_1520
199.95055 Da 1500.73 s,25.01,200.95783,,C6H4N2S3,bin_1521
167.96023 Da 1502.44 s,25.04,168.96751,,,bin_1522
142.04150 Da 1507.48 s,25.12,143.04877,,C5H6N2O3,bin_1523
144.01267 Da 1509.96 s,25.17,145.01994,,C4H4N2O4,bin_1524
93.99315 Da 1517.78 s,25.3,95.00043,,,bin_1525
77.47963 Da 1517.78 s,25.3,78.48691,,,bin_1526
194.01648 Da 1520.33 s,25.34,195.02376,,C6H11O3PS,bin_1527
144.00465 Da 1525.38 s,25.42,145.01193,,C5H4O5,bin_1528
79.98729 Da 1527.35 s,25.46,80.99456,,,bin_1529
95.02548 Da 1529.74 s,25.5,96.03276,,,bin_1530
277.98438 Da 1532.36 s,25.54,278.99166,,C9H3N4O5P,bin_1531
137.01315 Da 1532.36 s,25.54,69.51385,,C5H3N3O2,bin_1532
106.53347 Da 1534.79 s,25.58,107.54075,,,bin_1533
243.91455 Da 1539.84 s,25.66,244.92183,,C8H4OS4,bin_1534
98.02842 Da 1542.35 s,25.71,99.0357,,,bin_1535
385.93867 Da 1542.64 s,25.71,386.94594,,C18H10S5,bin_1536
301.97942 Da 1548.08 s,25.8,302.9867,,,bin_1537
254.00449 Da 1550.64 s,25.84,255.01177,,C7H6N6OS2,bin_1538
249.95679 Da 1552.30 s,25.87,125.98567,,,bin_1539
77.51233 Da 1554.78 s,25.91,78.51961,,,bin_1540
337.90750 Da 1559.78 s,26.0,338.91478,,,bin_1541
78.03093 Da 1564.85 s,26.08,79.03821,,,bin_1542
96.98652 Da 1577.19 s,26.29,97.99379,,,bin_1543
95.02827 Da 1577.19 s,26.29,96.03555,,,bin_1544
112.02779 Da 1577.41 s,26.29,113.03506,,C4H4N2O2,bin_1545
229.91977 Da 1580.90 s,26.35,115.96716,,,bin_1546
167.96131 Da 1582.17 s,26.37,168.96858,,,bin_1547
559.87189 Da 1584.69 s,26.41,280.94322,,,bin_1548
335.98931 Da 1585.92 s,26.43,336.99659,,C11H5N4O7P,bin_1549
99.00738 Da 1585.92 s,26.43,100.01465,,,bin_1550
155.99707 Da 1590.99 s,26.52,79.00581,,,bin_1551
183.96631 Da 1592.40 s,26.54,184.97359,,C7H4O2S2,bin_1552
194.00687 Da 1604.19 s,26.74,195.01415,,C6H10O3S2,bin_1553
136.93732 Da 1613.69 s,26.89,69.47593,,,bin_1554
77.94505 Da 1613.69 s,26.89,78.95233,,,bin_1555
97.48185 Da 1618.77 s,26.98,98.48913,,,bin_1556
278.00946 Da 1621.31 s,27.02,279.01673,,,bin_1557
227.99999 Da 1623.31 s,27.06,115.00727,,,bin_1558
253.96960 Da 1623.82 s,27.06,254.97688,,C4H7N4O3PS2,bin_1559
98.54720 Da 1627.08 s,27.12,99.55448,,,bin_1560
184.06089 Da 1627.08 s,27.12,185.06817,,C6H8N4O3,bin_1561
248.09074 Da 1627.24 s,27.12,125.05264,,,bin_1562
166.02046 Da 1627.24 s,27.12,167.02774,,,bin_1563
138.02565 Da 1627.24 s,27.12,139.03293,,,bin_1564
225.96999 Da 1627.24 s,27.12,226.97726,,C8H6N2S3,bin_1565
106.51498 Da 1628.86 s,27.15,107.52225,,,bin_1566
261.91950 Da 1634.96 s,27.25,262.92678,,C7H3O5PS2,bin_1567
137.01851 Da 1636.99 s,27.28,69.51653,,C3H7NO3S,bin_1568
124.98229 Da 1647.02 s,27.45,125.98957,,,bin_1569
144.00938 Da 1647.47 s,27.46,145.01665,,C6H8S2,bin_1570
96.98289 Da 1647.73 s,27.46,97.99016,,,bin_1571
115.99835 Da 1656.65 s,27.61,117.00563,,,bin_1572
259.92473 Da 1656.95 s,27.62,130.96964,,,bin_1573
155.02998 Da 1656.95 s,27.62,78.52227,,C5H5N3O3,bin_1574
335.95539 Da 1657.98 s,27.63,336.96267,,C10H12N2OS5,bin_1575
77.95609 Da 1659.20 s,27.65,78.96337,,,bin_1576
208.06397 Da 1663.44 s,27.72,105.03926,,,bin_1577
174.01740 Da 1671.79 s,27.86,88.01598,,C7H2N4O2,bin_1578
173.04047 Da 1684.36 s,28.07,87.52751,,C5H7N3O4,bin_1579
95.00165 Da 1684.44 s,28.07,96.00893,,,bin_1580
185.96335 Da 1684.44 s,28.07,186.97063,,,bin_1581
115.02556 Da 1684.44 s,28.07,116.03284,,C4H5NO3,bin_1582
180.03125 Da 1685.11 s,28.09,181.03852,,,bin_1583
116.01630 Da 1689.32 s,28.16,117.02357,,,bin_1584
163.96690 Da 1694.33 s,28.24,164.97417,,C4H5O3PS,bin_1585
137.01394 Da 1695.06 s,28.25,69.51425,,C3H7NO3S,bin_1586
185.95578 Da 1696.48 s,28.27,186.96306,,,bin_1587
99.03148 Da 1696.48 s,28.27,100.03876,,,bin_1588
80.97597 Da 1697.03 s,28.28,81.98324,,,bin_1589
132.97479 Da 1706.83 s,28.45,133.98207,,,bin_1590
144.01307 Da 1706.83 s,28.45,145.02034,,C4H4N2O4,bin_1591
222.09151 Da 1719.82 s,28.66,223.09879,,C13H10N4,bin_1592
227.96696 Da 1719.82 s,28.66,114.99076,,,bin_1593
227.92150 Da 1732.44 s,28.87,114.96803,,,bin_1594
261.94215 Da 1737.47 s,28.96,262.94942,,C7H4O7P2,bin_1595
253.95376 Da 1746.97 s,29.12,254.96103,,,bin_1596
77.95560 Da 1747.62 s,29.13,78.96287,,,bin_1597
142.03252 Da 1747.62 s,29.13,143.03979,,,bin_1598
113.97618 Da 1757.96 s,29.3,114.98346,,,bin_1599
167.95977 Da 1767.87 s,29.46,168.96704,,,bin_1600
116.03423 Da 1775.58 s,29.59,117.04151,,,bin_1601
272.01821 Da 1777.97 s,29.63,273.02549,,C11H4N4O5,bin_1602
253.95027 Da 1778.16 s,29.64,254.95755,,,bin_1603
98.54304 Da 1780.52 s,29.68,99.55031,,,bin_1604
149.96888 Da 1782.43 s,29.71,150.97616,,,bin_1605
77.94498 Da 1788.12 s,29.8,78.95225,,,bin_1606
165.96050 Da 1788.28 s,29.8,166.96777,,C4H6OS3,bin_1607
98.52186 Da 1790.64 s,29.84,99.52914,,,bin_1608
182.06959 Da 1793.38 s,29.89,183.07687,,C8H10N2O3,bin_1609
117.92240 Da 0.98 s,0.02,118.92968,,,bin_1610
95.02609 Da 3.41 s,0.06,96.03337,,,bin_1611
124.97923 Da 6.23 s,0.1,125.98651,,,bin_1612
104.03110 Da 4.21 s,0.07,105.03837,,,bin_1613
204.08051 Da 5.25 s,0.09,205.08778,,C5H12N6OS,bin_1614
97.97464 Da 7.38 s,0.12,98.98191,,,bin_1615
328.34870 Da 7.88 s,0.13,329.35598,,C20H44N2O,bin_1616
155.02582 Da 7.40 s,0.12,78.52019,,C6H5NO4,bin_1617
310.33571 Da 7.88 s,0.13,311.34298,,C20H42N2,bin_1618
124.96875 Da 7.88 s,0.13,125.97603,,,bin_1619
709.84348 Da 8.66 s,0.14,710.85076,,C15H10N12O4S9,bin_1620
287.94198 Da 8.88 s,0.15,288.94926,,,bin_1621
724.84037 Da 9.15 s,0.15,725.84764,,C14H19N3O13S9,bin_1622
777.83483 Da 9.15 s,0.15,778.84211,,C31H11N2O7PS7,bin_1623
845.82100 Da 9.36 s,0.16,846.82828,,C24H6N2O25P4,bin_1624
377.93297 Da 9.39 s,0.16,378.94024,,C14H4O9P2,bin_1625
945.92852 Da 9.39 s,0.16,946.9358,,C34H30N2O12S9,bin_1626
403.95038 Da 9.39 s,0.16,404.95765,,,bin_1627
487.91788 Da 9.39 s,0.16,488.92515,,,bin_1628
407.97259 Da 10.90 s,0.18,430.96037,,,bin_1629
225.96041 Da 11.40 s,0.19,226.96768,,,bin_1630
293.95934 Da 10.40 s,0.17,294.96662,,,bin_1631
1007.95685 Da 10.40 s,0.17,1008.96413,,C24H39O27P7S,bin_1632
1041.96067 Da 10.90 s,0.18,1042.96795,,,bin_1633
973.95283 Da 10.90 s,0.18,974.9601,,,bin_1634
939.95121 Da 10.90 s,0.18,940.95849,,,bin_1635
447.90591 Da 9.39 s,0.16,448.91319,,,bin_1636
908.93831 Da 9.39 s,0.16,909.94559,,C25H28N13O3PS10,bin_1637
967.93535 Da 9.39 s,0.16,968.94263,,C34H28N6O10S9,bin_1638
858.94423 Da 9.89 s,0.16,859.95151,,C20H5N21O14S3,bin_1639
623.91519 Da 9.89 s,0.16,624.92246,,,bin_1640
1013.94215 Da 9.89 s,0.16,1014.94943,,C22H50N10OS17,bin_1641
898.93406 Da 9.89 s,0.16,899.94134,,,bin_1642
691.91829 Da 9.89 s,0.16,692.92557,,C18H4N12O13S3,bin_1643
840.93520 Da 9.89 s,0.16,841.94248,,C29H32NO8PS9,bin_1644
309.93880 Da 10.40 s,0.17,310.94608,,C7H6N2O6S3,bin_1645
979.94497 Da 10.90 s,0.18,980.95224,,C40H25O18P5S,bin_1646
1033.29333 Da 10.40 s,0.17,1034.3006,,,bin_1647
951.95328 Da 10.40 s,0.17,952.96055,,C65H125NS,bin_1648
981.94779 Da 10.40 s,0.17,982.95507,,C46H30O7S9,bin_1649
777.93599 Da 10.40 s,0.17,778.94326,,C24H23N6O8PS7,bin_1650
985.94355 Da 10.40 s,0.17,986.95083,,,bin_1651
1031.95024 Da 10.40 s,0.17,1032.95751,,,bin_1652
1047.95374 Da 10.40 s,0.17,1048.96102,,,bin_1653
926.94801 Da 10.40 s,0.17,927.95528,,,bin_1654
915.92850 Da 10.40 s,0.17,916.93578,,C37H14N2O21P2S,bin_1655
419.92275 Da 10.90 s,0.18,420.93003,,,bin_1656
439.91303 Da 10.90 s,0.18,440.92031,,,bin_1657
260.14602 Da 10.90 s,0.18,261.15329,,C13H24O3S,bin_1658
963.93787 Da 10.90 s,0.18,964.94514,,C54H121N7O6,bin_1659
1081.95465 Da 10.90 s,0.18,1082.96193,,,bin_1660
559.92901 Da 10.90 s,0.18,560.93628,,,bin_1661
199.95622 Da 12.91 s,0.22,200.96349,,,bin_1662
219.94249 Da 13.92 s,0.23,220.94977,,,bin_1663
934.93766 Da 11.40 s,0.19,935.94608,,C43H21NO12S6,bin_1664
433.88271 Da 12.19 s,0.2,434.88999,,,bin_1665
293.26065 Da 13.42 s,0.22,294.26793,,C10H31N9O,bin_1666
759.92158 Da 12.41 s,0.21,760.92886,,C24H16N4O15S5,bin_1667
675.93998 Da 11.40 s,0.19,676.94725,,,bin_1668
471.94684 Da 11.90 s,0.2,472.95412,,,bin_1669
607.94071 Da 11.90 s,0.2,608.94799,,,bin_1670
355.93862 Da 12.91 s,0.22,356.9459,,,bin_1671
539.94346 Da 11.90 s,0.2,540.95073,,,bin_1672
423.93511 Da 12.91 s,0.22,424.94239,,,bin_1673
933.94272 Da 11.40 s,0.19,934.95,,C28H22N8O17S6,bin_1674
867.81027 Da 12.17 s,0.2,868.81754,,C16H17N6O18PS8,bin_1675
315.90694 Da 11.40 s,0.19,316.91422,,,bin_1676
215.92968 Da 11.40 s,0.19,216.93696,,,bin_1677
244.09078 Da 12.91 s,0.22,245.09805,,,bin_1678
303.92012 Da 13.92 s,0.23,304.9274,,C8H5N2O3PS3,bin_1679
261.94215 Da 14.42 s,0.24,262.94942,,C6H3N2O6PS,bin_1680
275.95240 Da 12.91 s,0.22,276.95967,,C8H8N2OS4,bin_1681
349.92212 Da 14.42 s,0.24,350.9294,,C12H3N2O5PS2,bin_1682
333.95629 Da 12.91 s,0.22,334.96357,,C11H3N4O5PS,bin_1683
817.93349 Da 13.42 s,0.22,818.94076,,,bin_1684
991.94325 Da 11.90 s,0.2,992.95052,,C25H40N2O19S10,bin_1685
989.94236 Da 11.90 s,0.2,990.94963,,C22H11N18O23PS2,bin_1686
555.91722 Da 12.41 s,0.21,556.9245,,,bin_1687
875.93754 Da 12.41 s,0.21,876.94482,,,bin_1688
875.80606 Da 12.59 s,0.21,876.81334,,,bin_1689
894.93992 Da 12.91 s,0.22,895.94719,,C24H34N9O4PS11,bin_1690
213.92446 Da 14.93 s,0.25,214.93173,,C7H2O2S3,bin_1691
200.04562 Da 15.94 s,0.27,201.05289,,C8H4N6O,bin_1692
271.27508 Da 16.44 s,0.27,272.28236,,C14H33N5,bin_1693
179.94043 Da 16.73 s,0.28,180.94771,,,bin_1694
208.06224 Da 17.11 s,0.29,105.0384,,C6H13N2O4P,bin_1695
190.05213 Da 17.11 s,0.29,96.03334,,,bin_1696
124.04732 Da 17.11 s,0.29,125.0546,,,bin_1697
294.06126 Da 17.21 s,0.29,295.06853,,C12H6N8O2,bin_1698
140.94969 Da 17.63 s,0.29,141.95697,,,bin_1699
162.02035 Da 18.12 s,0.3,163.02762,,C4H7N2O3P,bin_1700
77.97731 Da 18.24 s,0.3,78.98459,,,bin_1701
251.99054 Da 18.45 s,0.31,252.99782,,C10H4O8,bin_1702
253.97093 Da 18.45 s,0.31,254.97821,,,bin_1703
