Bucket label,RT,m/z,Name,Formula,Peak number
113.99944 Da 51.50 s,0.86,115.00671,,,bin_1799
208.02393 Da 51.68 s,0.86,105.01924,,C10H8O3S,bin_1800
204.09466 Da 51.68 s,0.86,205.10194,,C16H12,bin_1801
86.51823 Da 51.50 s,0.86,87.52551,,,bin_1802
220.07692 Da 51.68 s,0.86,221.0842,,C9H16O4S,bin_1803
222.09401 Da 51.68 s,0.86,223.10129,,C6H14N4O5,bin_1804
222.07914 Da 51.42 s,0.86,223.08641,,C7H15N2O4P,bin_1805
208.02438 Da 51.50 s,0.86,209.03166,,C5H9N2O5P,bin_1806
81.00655 Da 51.42 s,0.86,82.01383,,,bin_1807
185.04073 Da 50.38 s,0.84,186.04801,,C6H7N3O4,bin_1808
232.00300 Da 51.33 s,0.86,233.01027,,,bin_1809
190.01589 Da 51.50 s,0.86,191.02316,,C4H6N4O3S,bin_1810
77.99961 Da 51.68 s,0.86,79.00689,,,bin_1811
272.02048 Da 49.26 s,0.82,273.02776,,C8H16O4S3,bin_1812
254.00664 Da 49.26 s,0.82,255.01392,,C10H6O8,bin_1813
286.00172 Da 49.26 s,0.82,287.009,,,bin_1814
285.97542 Da 50.75 s,0.85,286.98269,,,bin_1815
269.98160 Da 51.50 s,0.86,270.98888,,C12H3N2O4P,bin_1816
220.06126 Da 51.50 s,0.86,221.06854,,C7H13N2O4P,bin_1817
232.01900 Da 51.68 s,0.86,233.02627,,C12H8O3S,bin_1818
231.92095 Da 53.82 s,0.9,214.91765,,C5HN2O3PS2,bin_1819
231.93665 Da 54.07 s,0.9,214.93203,,C5HN2O5PS,bin_1820
249.93007 Da 53.82 s,0.9,250.93735,,C4H2N4O3S3,bin_1821
83.07335 Da 55.48 s,0.92,84.08062,,,bin_1822
236.01960 Da 54.35 s,0.91,237.02688,,,bin_1823
260.02439 Da 52.81 s,0.88,261.03166,,,bin_1824
249.95010 Da 54.07 s,0.9,250.95738,,C9H2N2O3S2,bin_1825
174.11167 Da 56.65 s,0.94,175.11894,,C6H14N4O2,bin_1826
382.10424 Da 58.63 s,0.98,192.0594,,C19H26O2S3,bin_1827
322.10669 Da 58.80 s,0.98,323.11397,,C17H14N4O3,bin_1828
212.06626 Da 59.19 s,0.99,213.07354,,C6H8N6O3,bin_1829
157.08299 Da 56.65 s,0.94,158.09027,,C6H11N3O2,bin_1830
248.05806 Da 58.80 s,0.98,249.06533,,C20H8,bin_1831
300.03751 Da 58.80 s,0.98,301.04479,,C8H9N6O5P,bin_1832
224.04059 Da 58.80 s,0.98,225.04787,,C9H8N2O5,bin_1833
173.04214 Da 58.80 s,0.98,174.04941,,C5H7N3O4,bin_1834
398.12338 Da 58.80 s,0.98,399.13065,,C11H22N6O8S,bin_1835
342.11623 Da 61.72 s,1.03,365.10538,Sucrose,C12H22O11,bin_1836
684.23165 Da 60.82 s,1.01,707.22089,,C25H40N4O18,bin_1837
279.08500 Da 60.82 s,1.01,280.09228,,C6H14N7O4P,bin_1838
706.20212 Da 60.82 s,1.01,354.10834,,C34H38N6O5S3,bin_1839
264.01543 Da 61.83 s,1.03,265.02271,,C6H16O5S3,bin_1840
1048.31992 Da 60.82 s,1.01,525.16724,,C45H60N8O13S4,bin_1841
235.98964 Da 60.82 s,1.01,236.99692,,C9H4N2O4S,bin_1842
218.03398 Da 61.95 s,1.03,219.04125,,C8H11O5P,bin_1843
103.09997 Da 61.60 s,1.03,104.10725,,C5H13NO,bin_1844
1390.43690 Da 60.82 s,1.01,696.22573,,C63H83N4O23PS3,bin_1845
237.05884 Da 61.95 s,1.03,238.06612,,C8H16NO3PS,bin_1846
350.06144 Da 61.83 s,1.03,351.06871,,C11H11N8O4P,bin_1847
542.12642 Da 62.15 s,1.04,543.13369,,C19H30N2O12S2,bin_1848
101.04793 Da 63.47 s,1.06,102.05521,,C4H7NO2,bin_1849
380.11198 Da 61.95 s,1.03,381.11926,,C10H26N2O9P2,bin_1850
285.13394 Da 62.15 s,1.04,286.14121,,C17H19NO3,bin_1851
382.14799 Da 61.95 s,1.03,383.15526,,C10H23N8O6P,bin_1852
542.18690 Da 61.95 s,1.03,543.19418,,C15H32N10O8P2,bin_1853
202.05170 Da 63.94 s,1.07,203.05898,,C7H11N2O3P,bin_1854
129.04269 Da 61.83 s,1.03,130.04997,,,bin_1855
220.07023 Da 64.53 s,1.08,221.07751,,C8H16N2OS2,bin_1856
218.01965 Da 62.15 s,1.04,219.02693,,,bin_1857
103.08057 Da 61.95 s,1.03,104.08785,,,bin_1858
194.07941 Da 65.12 s,1.09,195.0865,,C7H14O6,bin_1859
356.13191 Da 65.12 s,1.09,379.12097,,C10H16N10O5,bin_1860
63.07098 Da 64.00 s,1.07,86.05963,,,bin_1861
99.06867 Da 65.03 s,1.08,100.07595,,,bin_1862
92.04732 Da 64.76 s,1.08,93.05459,,C3H8O3,bin_1863
257.10288 Da 64.49 s,1.07,258.11016,Glycerophosphocholine,C8H20NO6P,bin_1864
101.08419 Da 63.86 s,1.06,102.09147,,C5H11NO,bin_1865
74.00211 Da 64.76 s,1.08,75.00939,,,bin_1866
303.14341 Da 65.12 s,1.09,304.15068,,C13H17N7O2,bin_1867
526.21053 Da 64.53 s,1.08,527.2178,,C14H34N6O15,bin_1868
285.04640 Da 65.12 s,1.09,286.05368,,C8H19N3S4,bin_1869
224.02277 Da 65.12 s,1.09,225.03004,,C5H12N4S3,bin_1870
201.06329 Da 65.12 s,1.09,202.07057,,C8H11NO5,bin_1871
257.12473 Da 64.53 s,1.08,258.13201,,C7H19N3O7,bin_1872
183.06936 Da 64.20 s,1.07,184.07664,,,bin_1873
232.01840 Da 64.76 s,1.08,233.02568,,C12H8O3S,bin_1874
442.11547 Da 65.12 s,1.09,443.12275,,,bin_1875
155.02631 Da 64.76 s,1.08,156.03359,,,bin_1876
260.02817 Da 65.12 s,1.09,261.03545,,C8H8N2O8,bin_1877
133.03374 Da 64.83 s,1.08,134.04102,,,bin_1878
94.01780 Da 64.76 s,1.08,95.02508,,C4H2N2O,bin_1879
161.10575 Da 64.20 s,1.07,162.11302,,C7H15NO3,bin_1880
364.13581 Da 64.53 s,1.08,365.14309,,C11H20N6O8,bin_1881
204.06780 Da 64.94 s,1.08,205.07507,,,bin_1882
97.97620 Da 63.47 s,1.06,98.98348,,,bin_1883
1048.32922 Da 64.53 s,1.08,1049.3365,,C31H62N12O22P2S,bin_1884
125.00633 Da 64.53 s,1.08,126.0136,,C4H3N3S,bin_1885
129.99500 Da 64.76 s,1.08,131.00228,,,bin_1886
424.10379 Da 65.12 s,1.09,425.11107,,C26H12N6O,bin_1887
198.05474 Da 65.12 s,1.09,199.06201,,C10H6N4O,bin_1888
324.13625 Da 67.68 s,1.13,325.14518,,C9H20N6O7,bin_1889
666.22131 Da 67.01 s,1.12,667.22864,Stachyose,C24H42O21,bin_1890
203.08856 Da 67.68 s,1.13,204.09751,,C7H13N3O4,bin_1891
504.22428 Da 67.68 s,1.13,505.2328,,C20H42O10P2,bin_1892
342.15100 Da 67.68 s,1.13,343.15827,,C13H26O10,bin_1893
158.04381 Da 67.68 s,1.13,159.05109,,C4H6N4O3,bin_1894
114.01700 Da 67.68 s,1.13,115.02428,,,bin_1895
95.99893 Da 67.68 s,1.13,97.00621,,C5H4S,bin_1896
143.05397 Da 67.68 s,1.13,144.06125,,C5H9N3S,bin_1897
102.01197 Da 67.68 s,1.13,103.01924,,,bin_1898
180.06213 Da 65.51 s,1.09,181.06941,,,bin_1899
97.03063 Da 67.68 s,1.13,98.03791,,C3H3N3O,bin_1900
90.00970 Da 67.68 s,1.13,91.01697,,C3H6OS,bin_1901
478.04028 Da 67.25 s,1.12,479.04756,,C11H21N4O11P3,bin_1902
472.11093 Da 67.25 s,1.12,237.06274,,C10H22N10O8P2,bin_1903
426.06816 Da 67.25 s,1.12,427.07544,,C15H24O8P2S,bin_1904
704.16835 Da 67.25 s,1.12,353.09145,,,bin_1905
504.16889 Da 68.89 s,1.15,505.17614,,C18H32O16,bin_1906
154.02217 Da 67.25 s,1.12,155.02944,,C6H6N2OS,bin_1907
684.23185 Da 68.89 s,1.15,685.23912,,C25H40N4O18,bin_1908
342.11618 Da 69.25 s,1.15,343.12345,BETA-D-LACTOSE,C12H22O11,bin_1909
162.05325 Da 69.53 s,1.16,163.06052,,C6H10O5,bin_1910
410.08885 Da 67.25 s,1.12,411.09612,,C18H23N2O3PS2,bin_1911
278.06393 Da 67.68 s,1.13,279.07274,,C7H20O7P2,bin_1912
245.05357 Da 68.24 s,1.14,246.06041,,C9H11NO7,bin_1913
309.13419 Da 67.68 s,1.13,292.12973,,C7H19N9O3S,bin_1914
633.28730 Da 67.68 s,1.13,634.29458,,C20H47N11O6S3,bin_1915
173.02800 Da 68.24 s,1.14,174.03528,,C13H3N,bin_1916
83.99257 Da 67.68 s,1.13,84.99985,,,bin_1917
117.06570 Da 67.68 s,1.13,118.07297,,C5H11NS,bin_1918
416.08420 Da 67.25 s,1.12,209.04938,,C13H20O15,bin_1919
215.06946 Da 67.68 s,1.13,216.07673,,C9H14NO3P,bin_1920
115.06364 Da 68.44 s,1.14,116.07077,,C5H9NO2,bin_1921
89.04788 Da 68.24 s,1.14,90.05516,,,bin_1922
69.05749 Da 67.74 s,1.13,70.06477,,C4H7N,bin_1923
228.05906 Da 68.24 s,1.14,229.06633,,C7H17O4PS,bin_1924
688.20493 Da 68.24 s,1.14,689.21221,,C22H36N6O19,bin_1925
221.08984 Da 70.15 s,1.17,204.0865,,C8H15NO6,bin_1926
114.03195 Da 70.77 s,1.18,97.02895,,,bin_1927
254.12104 Da 70.85 s,1.18,255.12832,,C8H14N8O2,bin_1928
216.04165 Da 70.77 s,1.18,109.0281,,,bin_1929
560.12716 Da 69.99 s,1.17,281.07086,,C19H28O19,bin_1930
246.07336 Da 70.77 s,1.18,247.08063,,C11H10N4O3,bin_1931
380.06243 Da 69.99 s,1.17,191.03849,,C11H18N4O7P2,bin_1932
456.11862 Da 69.99 s,1.17,229.06659,,C11H17N14O5P,bin_1933
544.14756 Da 69.99 s,1.17,273.08106,,C29H28N4OS3,bin_1934
240.06361 Da 70.77 s,1.18,241.07089,,C12H8N4O2,bin_1935
324.10561 Da 69.25 s,1.15,325.11289,,C12H20O10,bin_1936
288.08439 Da 68.89 s,1.15,289.09167,,C12H16O8,bin_1937
382.09511 Da 69.99 s,1.17,192.05483,,C16H30S5,bin_1938
125.04907 Da 70.15 s,1.17,126.05635,,C6H7NO2,bin_1939
398.07351 Da 69.99 s,1.17,200.04403,,C8H15N8O9P,bin_1940
252.06366 Da 70.77 s,1.18,253.07094,,C13H8N4O2,bin_1941
126.02825 Da 68.49 s,1.14,127.03553,Allomaltol,C6H6O3,bin_1942
144.04090 Da 70.54 s,1.18,145.04818,"3-hydroxyadipic acid 3,6-lactone",C6H8O4,bin_1943
400.09576 Da 69.99 s,1.17,201.05516,,C21H8N10,bin_1944
276.08612 Da 70.77 s,1.18,259.08174,,C12H12N4O4,bin_1945
228.14690 Da 72.96 s,1.22,229.15418,,C11H20N2O3,bin_1946
522.17968 Da 70.77 s,1.18,523.18696,,C15H23N16O4P,bin_1947
290.12280 Da 72.61 s,1.21,291.13007,,C11H14N8O2,bin_1948
306.09508 Da 70.46 s,1.17,307.10236,,C12H18O9,bin_1949
588.12183 Da 72.61 s,1.21,589.1291,,C24H28N8O2S4,bin_1950
172.01753 Da 71.79 s,1.2,173.0248,,C10H4O3,bin_1951
97.05278 Da 71.73 s,1.2,98.06006,,C5H7NO,bin_1952
234.05265 Da 70.77 s,1.18,235.05993,,C12H10O5,bin_1953
108.00390 Da 70.85 s,1.18,109.01118,,C6H4S,bin_1954
526.15139 Da 72.61 s,1.21,527.15867,,C14H31N4O15P,bin_1955
548.13289 Da 69.99 s,1.17,549.14017,,C19H33O14PS,bin_1956
276.10740 Da 70.85 s,1.18,277.11468,,C8H17N6O3P,bin_1957
84.02118 Da 71.31 s,1.19,85.02846,,C4H4O2,bin_1958
568.13983 Da 72.61 s,1.21,569.14711,,C14H40N4O9S5,bin_1959
68.02597 Da 70.77 s,1.18,69.03325,,,bin_1960
270.07398 Da 70.77 s,1.18,271.08126,,C13H18O2S2,bin_1961
161.06933 Da 70.49 s,1.17,162.07661,,C6H11NO4,bin_1962
384.12728 Da 70.85 s,1.18,385.13455,,C10H17N12O3P,bin_1963
404.13375 Da 70.85 s,1.18,405.14102,,C14H30O9P2,bin_1964
346.12109 Da 70.85 s,1.18,347.12837,,C23H14N4,bin_1965
275.13606 Da 70.85 s,1.18,276.14334,,C9H13N11,bin_1966
179.08110 Da 72.29 s,1.2,180.08838,,C7H9N5O,bin_1967
243.08903 Da 73.09 s,1.22,244.0963,,C7H17NO8,bin_1968
706.21347 Da 73.23 s,1.22,707.22074,,C22H38N6O20,bin_1969
273.08392 Da 73.16 s,1.22,274.09119,,C7H11N7O5,bin_1970
440.09171 Da 74.68 s,1.24,441.09899,,C11H26N2O12P2,bin_1971
234.08920 Da 73.57 s,1.23,235.09648,,,bin_1972
364.09800 Da 73.18 s,1.22,365.10527,,C10H16N6O9,bin_1973
643.17522 Da 73.16 s,1.22,644.18249,,C17H44NO18P3,bin_1974
143.09238 Da 73.37 s,1.22,144.09966,,C7H13NO2,bin_1975
127.06279 Da 73.31 s,1.22,128.07006,,C6H9NO2,bin_1976
278.03954 Da 76.19 s,1.27,279.04682,,C9H6N6O5,bin_1977
197.08964 Da 76.19 s,1.27,198.09691,,C6H15NO6,bin_1978
173.06849 Da 76.19 s,1.27,174.07577,,C8H7N5,bin_1979
217.97669 Da 77.64 s,1.29,218.98396,,C10H3O4P,bin_1980
496.10307 Da 76.21 s,1.27,497.11257,,C14H17N12O7P,bin_1981
386.08034 Da 78.70 s,1.31,387.08762,,C9H19N6O7PS,bin_1982
332.04883 Da 77.48 s,1.29,333.0561,,,bin_1983
238.04279 Da 77.64 s,1.29,239.05007,,C8H15O4PS,bin_1984
171.96895 Da 80.15 s,1.34,172.97622,,C4HN2O4P,bin_1985
665.15224 Da 78.78 s,1.31,666.15952,,C14H38N9O13P3S,bin_1986
704.17020 Da 78.78 s,1.31,353.09238,,,bin_1987
224.03895 Da 79.13 s,1.32,225.04622,,C6H13N2O3PS,bin_1988
189.98047 Da 77.64 s,1.29,190.98774,,C9H3O3P,bin_1989
728.19623 Da 79.13 s,1.32,729.20351,,C21H41N6O18PS,bin_1990
177.98567 Da 77.64 s,1.29,178.99295,,C5H7O3PS,bin_1991
244.05370 Da 79.13 s,1.32,245.06097,,C7H17O5PS,bin_1992
215.10388 Da 79.13 s,1.32,216.11115,,C12H13N3O,bin_1993
188.01902 Da 79.13 s,1.32,189.02629,,C5H8N4S2,bin_1994
201.99806 Da 80.15 s,1.34,203.00534,,,bin_1995
1390.43172 Da 82.36 s,1.37,696.22314,,C51H83N12O23PS4,bin_1996
566.14189 Da 82.36 s,1.37,567.14916,,C16H30N12O3S4,bin_1997
546.13290 Da 82.36 s,1.37,547.14018,,,bin_1998
544.14771 Da 82.36 s,1.37,273.08113,,C21H12N20,bin_1999
560.12582 Da 82.36 s,1.37,281.07019,,C19H28O19,bin_2000
398.07310 Da 81.74 s,1.36,200.04383,,C8H24N4O8P2S,bin_2001
310.05222 Da 81.65 s,1.36,156.03339,,C9H16N2O6P2,bin_2002
404.09031 Da 82.36 s,1.37,405.09759,,C17H17N4O6P,bin_2003
368.07014 Da 81.74 s,1.36,369.07742,,,bin_2004
380.06841 Da 80.87 s,1.35,191.04148,,C13H13N6O6P,bin_2005
304.02459 Da 81.65 s,1.36,305.03186,,,bin_2006
706.20147 Da 82.36 s,1.37,354.10801,,C35H47O5PS4,bin_2007
166.99723 Da 81.65 s,1.36,168.00451,,C5HN3O4,bin_2008
416.08379 Da 81.74 s,1.36,209.04917,,C10H12N10O9,bin_2009
1048.31830 Da 82.36 s,1.37,525.16643,,C42H69N2O18PS4,bin_2010
284.10850 Da 81.65 s,1.36,285.11701,,C15H16N4S,bin_2011
169.98901 Da 82.36 s,1.37,170.99629,,C4H10OS3,bin_2012
586.14795 Da 82.36 s,1.37,587.15523,,C19H14N20O4,bin_2013
117.98931 Da 81.65 s,1.36,118.99659,,,bin_2014
426.06832 Da 81.74 s,1.36,427.0756,,C9H26N6O3S5,bin_2015
472.10954 Da 81.13 s,1.35,237.06205,,C12H30N2O11P2S,bin_2016
226.03907 Da 81.65 s,1.36,227.04635,,C10H11O4P,bin_2017
478.03951 Da 81.13 s,1.35,240.02703,,C13H11N12O5PS,bin_2018
316.01782 Da 81.65 s,1.36,317.02509,,C10H8N2O10,bin_2019
382.09438 Da 82.36 s,1.37,192.05447,,,bin_2020
414.00756 Da 81.65 s,1.36,415.01484,,C9H8N10O6P2,bin_2021
225.97412 Da 82.71 s,1.38,226.9814,,C8H2O8,bin_2022
216.07494 Da 81.65 s,1.36,217.08222,,C8H12N2O5,bin_2023
242.03819 Da 82.36 s,1.37,243.04547,,C6H6N6O5,bin_2024
99.97103 Da 81.65 s,1.36,100.97831,,,bin_2025
326.05890 Da 82.36 s,1.37,327.06617,,C11H19O7PS,bin_2026
83.92350 Da 81.65 s,1.36,84.93077,,,bin_2027
400.09349 Da 82.36 s,1.37,201.05402,,C21H8N10,bin_2028
192.02837 Da 84.43 s,1.41,215.01602,,C6H8O7,bin_2029
192.03979 Da 84.16 s,1.4,215.03,,C4H9N4O3P,bin_2030
128.00975 Da 84.37 s,1.41,129.01651,,C4H4N2OS,bin_2031
572.08987 Da 84.53 s,1.41,287.05222,,C19H24O20,bin_2032
384.09194 Da 84.16 s,1.4,407.08317,,C13H17N6O6P,bin_2033
101.04781 Da 84.88 s,1.41,124.03905,,C4H7NO2,bin_2034
394.11254 Da 84.16 s,1.4,395.11861,,C11H15N12O3P,bin_2035
273.09541 Da 84.81 s,1.41,274.10232,,C10H15N3O6,bin_2036
556.12227 Da 83.71 s,1.4,557.12955,,C16H22N12O7P2,bin_2037
229.97641 Da 84.26 s,1.4,230.98369,,,bin_2038
168.03909 Da 83.94 s,1.4,169.04637,,,bin_2039
167.09444 Da 84.81 s,1.41,168.10172,,C9H13NO2,bin_2040
378.07342 Da 84.16 s,1.4,379.08069,,C13H18N2O9S,bin_2041
348.12694 Da 85.25 s,1.42,349.13421,,C11H24O12,bin_2042
408.05607 Da 84.16 s,1.4,409.06334,,C10H9N12O5P,bin_2043
406.03079 Da 84.26 s,1.4,407.03807,,C16H7N8O4P,bin_2044
312.04378 Da 83.71 s,1.4,313.05106,,C10H17O7PS,bin_2045
225.06180 Da 84.26 s,1.4,226.06907,,C14H11NS,bin_2046
137.99563 Da 84.81 s,1.41,139.0029,,C6H2O4,bin_2047
205.01816 Da 84.81 s,1.41,206.02544,,C5H7N3O4S,bin_2048
396.04637 Da 84.81 s,1.41,397.05365,,,bin_2049
195.99752 Da 85.08 s,1.42,197.00479,,C8H5O4P,bin_2050
263.15201 Da 84.81 s,1.41,264.15928,,C15H21NO3,bin_2051
558.10338 Da 83.71 s,1.4,559.11066,,C21H30N6O2S5,bin_2052
334.00059 Da 84.16 s,1.4,335.00787,,C11H12O8P2,bin_2053
211.00065 Da 85.25 s,1.42,212.00793,,,bin_2054
404.02414 Da 83.71 s,1.4,405.03142,,C8H10N10O6P2,bin_2055
655.27208 Da 84.16 s,1.4,656.27936,,C17H39N17O7P2,bin_2056
149.04706 Da 83.94 s,1.4,150.05434,,C8H7NO2,bin_2057
225.07729 Da 84.16 s,1.4,226.08457,,C7H16NO5P,bin_2058
232.01699 Da 84.81 s,1.41,233.02426,,C8H4N6OS,bin_2059
94.01784 Da 83.71 s,1.4,95.02512,,C4H2N2O,bin_2060
67.98848 Da 84.26 s,1.4,68.99576,,,bin_2061
244.06857 Da 84.81 s,1.41,245.07585,,C9H12N2O6,bin_2062
578.10706 Da 84.26 s,1.4,579.11434,,C17H26N2O20,bin_2063
187.05540 Da 84.16 s,1.4,188.06268,,C5H9N5OS,bin_2064
125.03875 Da 84.16 s,1.4,126.04603,,,bin_2065
234.11130 Da 84.81 s,1.41,235.11858,,C11H14N4O2,bin_2066
428.06296 Da 84.16 s,1.4,429.07024,,C13H9N12O4P,bin_2067
291.09522 Da 83.71 s,1.4,292.1025,,C11H17NO8,bin_2068
155.05797 Da 84.81 s,1.41,156.06525,,C7H9NO3,bin_2069
157.98965 Da 85.83 s,1.43,158.99693,,C4H3N2O3P,bin_2070
152.00552 Da 86.64 s,1.44,153.01279,,C6H4N2OS,bin_2071
422.00066 Da 86.86 s,1.45,212.00751,,C10H12N6O7P2S,bin_2072
636.05941 Da 87.75 s,1.46,637.06669,,C16H14N16O9P2,bin_2073
456.11465 Da 86.64 s,1.44,229.0646,,C14H12N14O5,bin_2074
289.99224 Da 87.75 s,1.46,290.99952,,C10H2N4O7,bin_2075
350.00940 Da 87.75 s,1.46,351.01667,,C17H7N2O5P,bin_2076
454.04648 Da 89.34 s,1.49,455.05376,,C13H18N4O10S2,bin_2077
440.01116 Da 86.86 s,1.45,221.01286,,C11H12N4O13S,bin_2078
286.07044 Da 87.09 s,1.45,287.07772,,C6H18N6OS3,bin_2079
112.49732 Da 87.75 s,1.46,113.5046,,,bin_2080
590.09897 Da 87.75 s,1.46,296.05676,,,bin_2081
177.98559 Da 87.75 s,1.46,178.99287,,C5H7O3PS,bin_2082
130.50550 Da 88.20 s,1.47,131.51277,,,bin_2083
167.97378 Da 88.33 s,1.47,168.98106,,C4H8OS3,bin_2084
483.97593 Da 88.92 s,1.48,242.99524,,C15H11N4O9P3,bin_2085
208.00942 Da 91.93 s,1.53,209.01669,,C8H4N2O5,bin_2086
254.02224 Da 89.34 s,1.49,255.02951,,C7H11O8P,bin_2087
248.00491 Da 89.34 s,1.49,249.01219,,C10H4N2O6,bin_2088
390.00019 Da 90.01 s,1.5,391.00746,,C14H7N4O8P,bin_2089
296.07659 Da 91.93 s,1.53,297.08387,,C9H17N2O7P,bin_2090
260.00239 Da 91.16 s,1.52,261.00967,,,bin_2091
314.08951 Da 89.34 s,1.49,315.09678,,C9H19N2O8P,bin_2092
260.02363 Da 89.34 s,1.49,261.0309,,C20H4O,bin_2093
207.99546 Da 90.03 s,1.5,209.00274,,C8H4N2O3S,bin_2094
197.00265 Da 89.87 s,1.5,179.99929,,,bin_2095
306.02988 Da 89.19 s,1.49,307.03715,,C7H11N6O4PS,bin_2096
636.06271 Da 89.34 s,1.49,319.03863,,C13H23N10O14P3,bin_2097
466.01657 Da 89.34 s,1.49,467.02385,,,bin_2098
330.01295 Da 89.34 s,1.49,331.02023,,,bin_2099
465.96508 Da 91.16 s,1.52,466.97236,,C8H7N10O8PS2,bin_2100
290.03402 Da 90.01 s,1.5,291.0413,,C6H15N2O7PS,bin_2101
217.98200 Da 89.87 s,1.5,218.98928,,,bin_2102
306.02617 Da 89.73 s,1.5,154.02036,,,bin_2103
135.49660 Da 89.79 s,1.5,136.50388,,,bin_2104
118.98697 Da 89.34 s,1.49,119.99425,,C3H5NS2,bin_2105
247.98489 Da 89.73 s,1.5,248.99217,,C6H5N2O7P,bin_2106
266.01732 Da 89.34 s,1.49,267.02459,,,bin_2107
204.01017 Da 89.34 s,1.49,205.01744,,C8H12S3,bin_2108
369.99863 Da 89.73 s,1.5,371.0059,,C8H11N4O9PS,bin_2109
143.97021 Da 89.34 s,1.49,144.97748,,C5H4OS2,bin_2110
483.97433 Da 89.73 s,1.5,484.98161,,C14H8N6O10S2,bin_2111
203.99749 Da 89.73 s,1.5,205.00476,,C10H5O3P,bin_2112
274.05184 Da 89.73 s,1.5,275.05912,,C12H18OS3,bin_2113
125.96355 Da 90.01 s,1.5,126.97083,,C5H2S2,bin_2114
351.98409 Da 89.73 s,1.5,352.99136,,C11H13O7PS2,bin_2115
347.06248 Da 90.01 s,1.5,348.06975,,C20H13NO3S,bin_2116
296.04884 Da 90.03 s,1.5,297.05611,,C9H8N6O6,bin_2117
265.99535 Da 90.03 s,1.5,267.00263,,C7H3N6O4P,bin_2118
153.51093 Da 90.51 s,1.51,154.51821,,,bin_2119
164.00617 Da 91.66 s,1.53,186.99377,,C7H4N2OS,bin_2120
362.14667 Da 92.77 s,1.55,182.08061,,,bin_2121
139.97706 Da 92.24 s,1.54,140.98434,,C6H4S2,bin_2122
288.01651 Da 91.16 s,1.52,289.02379,,,bin_2123
446.01220 Da 91.93 s,1.53,447.01948,,,bin_2124
328.03619 Da 91.16 s,1.52,329.04347,,C14H9N4O4P,bin_2125
445.96441 Da 91.16 s,1.52,446.97168,,,bin_2126
236.00937 Da 91.93 s,1.53,237.01665,,C7H9O7P,bin_2127
135.06738 Da 92.64 s,1.54,136.07466,,C8H9NO,bin_2128
226.00765 Da 92.27 s,1.54,227.01493,,,bin_2129
314.05824 Da 91.16 s,1.52,315.06552,,C9H10N6O7,bin_2130
463.97454 Da 92.27 s,1.54,232.99454,,,bin_2131
164.99522 Da 92.58 s,1.54,166.0025,,C4H7NO2S2,bin_2132
290.04454 Da 92.27 s,1.54,291.05182,,C13H11N2O4P,bin_2133
311.97124 Da 92.27 s,1.54,312.97852,,C9H13O4PS3,bin_2134
312.00144 Da 91.93 s,1.53,313.00871,,C7H20O3S5,bin_2135
190.05253 Da 92.77 s,1.55,96.03354,,,bin_2136
290.06365 Da 91.93 s,1.53,291.07092,,C11H14O9,bin_2137
308.03217 Da 92.27 s,1.54,309.03944,,C17H8O6,bin_2138
123.98717 Da 93.65 s,1.56,124.99445,,,bin_2139
293.99282 Da 92.27 s,1.54,295.0001,,C12H7O7P,bin_2140
324.04066 Da 91.16 s,1.52,163.0276,,,bin_2141
276.00608 Da 91.93 s,1.53,277.01335,,C10H5N4O4P,bin_2142
385.94137 Da 92.77 s,1.55,386.94865,,C13H8O8P2S,bin_2143
337.97375 Da 94.79 s,1.58,360.96279,,,bin_2144
359.99534 Da 94.43 s,1.57,361.00261,,C17H4N4O4S,bin_2145
395.99412 Da 94.43 s,1.57,397.0014,,C12H16N2O5S4,bin_2146
142.03656 Da 96.13 s,1.6,143.04383,,C5H6N2O3,bin_2147
171.98882 Da 96.97 s,1.62,172.99609,,C4H4N4S2,bin_2148
294.01974 Da 96.97 s,1.62,295.02701,,C13H10O6S,bin_2149
131.09506 Da 97.82 s,1.63,132.10234,,C6H13NO2,bin_2150
435.98488 Da 96.97 s,1.62,436.99216,,C16H8N2O11S,bin_2151
167.92943 Da 100.32 s,1.67,168.93671,,,bin_2152
77.98836 Da 102.87 s,1.71,78.99564,,,bin_2153
112.01258 Da 104.56 s,1.74,113.01986,,,bin_2154
112.02841 Da 105.14 s,1.75,113.03569,,,bin_2155
190.05222 Da 104.90 s,1.75,96.03338,,,bin_2156
182.07412 Da 106.12 s,1.77,183.08139,,C13H10O,bin_2157
116.02077 Da 107.08 s,1.78,117.02805,,,bin_2158
200.00903 Da 112.95 s,1.88,201.01631,,C11H4O4,bin_2159
165.96111 Da 115.12 s,1.92,166.96839,,C4H6OS3,bin_2160
131.09452 Da 115.31 s,1.92,132.1018,,C6H13NO2,bin_2161
278.03603 Da 115.31 s,1.92,279.0433,,C12H10N2O4S,bin_2162
155.97196 Da 119.81 s,2.0,156.97924,,C4HN2O3P,bin_2163
149.96516 Da 120.38 s,2.01,150.97243,,C4H6S3,bin_2164
185.95756 Da 125.60 s,2.09,186.96484,,,bin_2165
254.02089 Da 127.38 s,2.12,237.01687,,C7H11O8P,bin_2166
128.00707 Da 127.66 s,2.13,129.01434,,,bin_2167
171.98492 Da 127.73 s,2.13,172.9922,,C6H4O4S,bin_2168
137.99599 Da 127.95 s,2.13,139.00327,,C6H2O4,bin_2169
296.04880 Da 127.84 s,2.13,297.05607,,C10H17O6PS,bin_2170
123.97558 Da 129.93 s,2.17,124.98286,,,bin_2171
