Bucket label,RT,m/z,Name,Formula,Peak number
216.04165 Da 70.77 s,1.18,109.0281,,,pos 216.04165 Da 70.77 s
560.12716 Da 69.99 s,1.17,281.07086,,C19H28O19,pos 560.12716 Da 69.99 s
246.07336 Da 70.77 s,1.18,247.08063,,C11H10N4O3,pos 246.07336 Da 70.77 s
380.06243 Da 69.99 s,1.17,191.03849,,C11H18N4O7P2,pos 380.06243 Da 69.99 s
456.11862 Da 69.99 s,1.17,229.06659,,C11H17N14O5P,pos 456.11862 Da 69.99 s
544.14756 Da 69.99 s,1.17,273.08106,,C29H28N4OS3,pos 544.14756 Da 69.99 s
240.06361 Da 70.77 s,1.18,241.07089,,C12H8N4O2,pos 240.06361 Da 70.77 s
324.10561 Da 69.25 s,1.15,325.11289,,C12H20O10,pos 324.10561 Da 69.25 s
288.08439 Da 68.89 s,1.15,289.09167,,C12H16O8,pos 288.08439 Da 68.89 s
382.09511 Da 69.99 s,1.17,192.05483,,C16H30S5,pos 382.09511 Da 69.99 s
125.04907 Da 70.15 s,1.17,126.05635,,C6H7NO2,pos 125.04907 Da 70.15 s
398.07351 Da 69.99 s,1.17,200.04403,,C8H15N8O9P,pos 398.07351 Da 69.99 s
252.06366 Da 70.77 s,1.18,253.07094,,C13H8N4O2,pos 252.06366 Da 70.77 s
126.02825 Da 68.49 s,1.14,127.03553,Allomaltol,C6H6O3,pos 126.02825 Da 68.49 s
144.04090 Da 70.54 s,1.18,145.04818,"3-hydroxyadipic acid 3,6-lactone",C6H8O4,pos 144.04090 Da 70.54 s
400.09576 Da 69.99 s,1.17,201.05516,,C21H8N10,pos 400.09576 Da 69.99 s
276.08612 Da 70.77 s,1.18,259.08174,,C12H12N4O4,pos 276.08612 Da 70.77 s
228.14690 Da 72.96 s,1.22,229.15418,,C11H20N2O3,pos 228.14690 Da 72.96 s
522.17968 Da 70.77 s,1.18,523.18696,,C15H23N16O4P,pos 522.17968 Da 70.77 s
290.12280 Da 72.61 s,1.21,291.13007,,C11H14N8O2,pos 290.12280 Da 72.61 s
306.09508 Da 70.46 s,1.17,307.10236,,C12H18O9,pos 306.09508 Da 70.46 s
588.12183 Da 72.61 s,1.21,589.1291,,C24H28N8O2S4,pos 588.12183 Da 72.61 s
172.01753 Da 71.79 s,1.2,173.0248,,C10H4O3,pos 172.01753 Da 71.79 s
97.05278 Da 71.73 s,1.2,98.06006,,C5H7NO,pos 97.05278 Da 71.73 s
234.05265 Da 70.77 s,1.18,235.05993,,C12H10O5,pos 234.05265 Da 70.77 s
108.00390 Da 70.85 s,1.18,109.01118,,C6H4S,pos 108.00390 Da 70.85 s
526.15139 Da 72.61 s,1.21,527.15867,,C14H31N4O15P,pos 526.15139 Da 72.61 s
548.13289 Da 69.99 s,1.17,549.14017,,C19H33O14PS,pos 548.13289 Da 69.99 s
276.10740 Da 70.85 s,1.18,277.11468,,C8H17N6O3P,pos 276.10740 Da 70.85 s
84.02118 Da 71.31 s,1.19,85.02846,,C4H4O2,pos 84.02118 Da 71.31 s
568.13983 Da 72.61 s,1.21,569.14711,,C14H40N4O9S5,pos 568.13983 Da 72.61 s
68.02597 Da 70.77 s,1.18,69.03325,,,pos 68.02597 Da 70.77 s
270.07398 Da 70.77 s,1.18,271.08126,,C13H18O2S2,pos 270.07398 Da 70.77 s
161.06933 Da 70.49 s,1.17,162.07661,,C6H11NO4,pos 161.06933 Da 70.49 s
384.12728 Da 70.85 s,1.18,385.13455,,C10H17N12O3P,pos 384.12728 Da 70.85 s
404.13375 Da 70.85 s,1.18,405.14102,,C14H30O9P2,pos 404.13375 Da 70.85 s
346.12109 Da 70.85 s,1.18,347.12837,,C23H14N4,pos 346.12109 Da 70.85 s
275.13606 Da 70.85 s,1.18,276.14334,,C9H13N11,pos 275.13606 Da 70.85 s
179.08110 Da 72.29 s,1.2,180.08838,,C7H9N5O,pos 179.08110 Da 72.29 s
243.08903 Da 73.09 s,1.22,244.0963,,C7H17NO8,pos 243.08903 Da 73.09 s
706.21347 Da 73.23 s,1.22,707.22074,,C22H38N6O20,pos 706.21347 Da 73.23 s
273.08392 Da 73.16 s,1.22,274.09119,,C7H11N7O5,pos 273.08392 Da 73.16 s
440.09171 Da 74.68 s,1.24,441.09899,,C11H26N2O12P2,pos 440.09171 Da 74.68 s
234.08920 Da 73.57 s,1.23,235.09648,,,pos 234.08920 Da 73.57 s
364.09800 Da 73.18 s,1.22,365.10527,,C10H16N6O9,pos 364.09800 Da 73.18 s
643.17522 Da 73.16 s,1.22,644.18249,,C17H44NO18P3,pos 643.17522 Da 73.16 s
143.09238 Da 73.37 s,1.22,144.09966,,C7H13NO2,pos 143.09238 Da 73.37 s
127.06279 Da 73.31 s,1.22,128.07006,,C6H9NO2,pos 127.06279 Da 73.31 s
278.03954 Da 76.19 s,1.27,279.04682,,C9H6N6O5,pos 278.03954 Da 76.19 s
197.08964 Da 76.19 s,1.27,198.09691,,C6H15NO6,pos 197.08964 Da 76.19 s
173.06849 Da 76.19 s,1.27,174.07577,,C8H7N5,pos 173.06849 Da 76.19 s
217.97669 Da 77.64 s,1.29,218.98396,,C10H3O4P,pos 217.97669 Da 77.64 s
496.10307 Da 76.21 s,1.27,497.11257,,C14H17N12O7P,pos 496.10307 Da 76.21 s
386.08034 Da 78.70 s,1.31,387.08762,,C9H19N6O7PS,pos 386.08034 Da 78.70 s
332.04883 Da 77.48 s,1.29,333.0561,,,pos 332.04883 Da 77.48 s
238.04279 Da 77.64 s,1.29,239.05007,,C8H15O4PS,pos 238.04279 Da 77.64 s
171.96895 Da 80.15 s,1.34,172.97622,,C4HN2O4P,pos 171.96895 Da 80.15 s
665.15224 Da 78.78 s,1.31,666.15952,,C14H38N9O13P3S,pos 665.15224 Da 78.78 s
704.17020 Da 78.78 s,1.31,353.09238,,,pos 704.17020 Da 78.78 s
224.03895 Da 79.13 s,1.32,225.04622,,C6H13N2O3PS,pos 224.03895 Da 79.13 s
189.98047 Da 77.64 s,1.29,190.98774,,C9H3O3P,pos 189.98047 Da 77.64 s
728.19623 Da 79.13 s,1.32,729.20351,,C21H41N6O18PS,pos 728.19623 Da 79.13 s
177.98567 Da 77.64 s,1.29,178.99295,,C5H7O3PS,pos 177.98567 Da 77.64 s
244.05370 Da 79.13 s,1.32,245.06097,,C7H17O5PS,pos 244.05370 Da 79.13 s
215.10388 Da 79.13 s,1.32,216.11115,,C12H13N3O,pos 215.10388 Da 79.13 s
188.01902 Da 79.13 s,1.32,189.02629,,C5H8N4S2,pos 188.01902 Da 79.13 s
201.99806 Da 80.15 s,1.34,203.00534,,,pos 201.99806 Da 80.15 s
1390.43172 Da 82.36 s,1.37,696.22314,,C51H83N12O23PS4,pos 1390.43172 Da 82.36 s
566.14189 Da 82.36 s,1.37,567.14916,,C16H30N12O3S4,pos 566.14189 Da 82.36 s
546.13290 Da 82.36 s,1.37,547.14018,,,pos 546.13290 Da 82.36 s
544.14771 Da 82.36 s,1.37,273.08113,,C21H12N20,pos 544.14771 Da 82.36 s
560.12582 Da 82.36 s,1.37,281.07019,,C19H28O19,pos 560.12582 Da 82.36 s
398.07310 Da 81.74 s,1.36,200.04383,,C8H24N4O8P2S,pos 398.07310 Da 81.74 s
310.05222 Da 81.65 s,1.36,156.03339,,C9H16N2O6P2,pos 310.05222 Da 81.65 s
404.09031 Da 82.36 s,1.37,405.09759,,C17H17N4O6P,pos 404.09031 Da 82.36 s
368.07014 Da 81.74 s,1.36,369.07742,,,pos 368.07014 Da 81.74 s
380.06841 Da 80.87 s,1.35,191.04148,,C13H13N6O6P,pos 380.06841 Da 80.87 s
304.02459 Da 81.65 s,1.36,305.03186,,,pos 304.02459 Da 81.65 s
706.20147 Da 82.36 s,1.37,354.10801,,C35H47O5PS4,pos 706.20147 Da 82.36 s
166.99723 Da 81.65 s,1.36,168.00451,,C5HN3O4,pos 166.99723 Da 81.65 s
416.08379 Da 81.74 s,1.36,209.04917,,C10H12N10O9,pos 416.08379 Da 81.74 s
1048.31830 Da 82.36 s,1.37,525.16643,,C42H69N2O18PS4,pos 1048.31830 Da 82.36 s
284.10850 Da 81.65 s,1.36,285.11701,,C15H16N4S,pos 284.10850 Da 81.65 s
169.98901 Da 82.36 s,1.37,170.99629,,C4H10OS3,pos 169.98901 Da 82.36 s
586.14795 Da 82.36 s,1.37,587.15523,,C19H14N20O4,pos 586.14795 Da 82.36 s
117.98931 Da 81.65 s,1.36,118.99659,,,pos 117.98931 Da 81.65 s
426.06832 Da 81.74 s,1.36,427.0756,,C9H26N6O3S5,pos 426.06832 Da 81.74 s
472.10954 Da 81.13 s,1.35,237.06205,,C12H30N2O11P2S,pos 472.10954 Da 81.13 s
226.03907 Da 81.65 s,1.36,227.04635,,C10H11O4P,pos 226.03907 Da 81.65 s
478.03951 Da 81.13 s,1.35,240.02703,,C13H11N12O5PS,pos 478.03951 Da 81.13 s
316.01782 Da 81.65 s,1.36,317.02509,,C10H8N2O10,pos 316.01782 Da 81.65 s
382.09438 Da 82.36 s,1.37,192.05447,,,pos 382.09438 Da 82.36 s
414.00756 Da 81.65 s,1.36,415.01484,,C9H8N10O6P2,pos 414.00756 Da 81.65 s
225.97412 Da 82.71 s,1.38,226.9814,,C8H2O8,pos 225.97412 Da 82.71 s
216.07494 Da 81.65 s,1.36,217.08222,,C8H12N2O5,pos 216.07494 Da 81.65 s
242.03819 Da 82.36 s,1.37,243.04547,,C6H6N6O5,pos 242.03819 Da 82.36 s
99.97103 Da 81.65 s,1.36,100.97831,,,pos 99.97103 Da 81.65 s
326.05890 Da 82.36 s,1.37,327.06617,,C11H19O7PS,pos 326.05890 Da 82.36 s
83.92350 Da 81.65 s,1.36,84.93077,,,pos 83.92350 Da 81.65 s
400.09349 Da 82.36 s,1.37,201.05402,,C21H8N10,pos 400.09349 Da 82.36 s
192.02837 Da 84.43 s,1.41,215.01602,,C6H8O7,pos 192.02837 Da 84.43 s
192.03979 Da 84.16 s,1.4,215.03,,C4H9N4O3P,pos 192.03979 Da 84.16 s
128.00975 Da 84.37 s,1.41,129.01651,,C4H4N2OS,pos 128.00975 Da 84.37 s
572.08987 Da 84.53 s,1.41,287.05222,,C19H24O20,pos 572.08987 Da 84.53 s
384.09194 Da 84.16 s,1.4,407.08317,,C13H17N6O6P,pos 384.09194 Da 84.16 s
101.04781 Da 84.88 s,1.41,124.03905,,C4H7NO2,pos 101.04781 Da 84.88 s
394.11254 Da 84.16 s,1.4,395.11861,,C11H15N12O3P,pos 394.11254 Da 84.16 s
273.09541 Da 84.81 s,1.41,274.10232,,C10H15N3O6,pos 273.09541 Da 84.81 s
556.12227 Da 83.71 s,1.4,557.12955,,C16H22N12O7P2,pos 556.12227 Da 83.71 s
229.97641 Da 84.26 s,1.4,230.98369,,,pos 229.97641 Da 84.26 s
168.03909 Da 83.94 s,1.4,169.04637,,,pos 168.03909 Da 83.94 s
167.09444 Da 84.81 s,1.41,168.10172,,C9H13NO2,pos 167.09444 Da 84.81 s
378.07342 Da 84.16 s,1.4,379.08069,,C13H18N2O9S,pos 378.07342 Da 84.16 s
348.12694 Da 85.25 s,1.42,349.13421,,C11H24O12,pos 348.12694 Da 85.25 s
408.05607 Da 84.16 s,1.4,409.06334,,C10H9N12O5P,pos 408.05607 Da 84.16 s
406.03079 Da 84.26 s,1.4,407.03807,,C16H7N8O4P,pos 406.03079 Da 84.26 s
312.04378 Da 83.71 s,1.4,313.05106,,C10H17O7PS,pos 312.04378 Da 83.71 s
225.06180 Da 84.26 s,1.4,226.06907,,C14H11NS,pos 225.06180 Da 84.26 s
137.99563 Da 84.81 s,1.41,139.0029,,C6H2O4,pos 137.99563 Da 84.81 s
205.01816 Da 84.81 s,1.41,206.02544,,C5H7N3O4S,pos 205.01816 Da 84.81 s
396.04637 Da 84.81 s,1.41,397.05365,,,pos 396.04637 Da 84.81 s
195.99752 Da 85.08 s,1.42,197.00479,,C8H5O4P,pos 195.99752 Da 85.08 s
263.15201 Da 84.81 s,1.41,264.15928,,C15H21NO3,pos 263.15201 Da 84.81 s
558.10338 Da 83.71 s,1.4,559.11066,,C21H30N6O2S5,pos 558.10338 Da 83.71 s
334.00059 Da 84.16 s,1.4,335.00787,,C11H12O8P2,pos 334.00059 Da 84.16 s
211.00065 Da 85.25 s,1.42,212.00793,,,pos 211.00065 Da 85.25 s
404.02414 Da 83.71 s,1.4,405.03142,,C8H10N10O6P2,pos 404.02414 Da 83.71 s
655.27208 Da 84.16 s,1.4,656.27936,,C17H39N17O7P2,pos 655.27208 Da 84.16 s
149.04706 Da 83.94 s,1.4,150.05434,,C8H7NO2,pos 149.04706 Da 83.94 s
225.07729 Da 84.16 s,1.4,226.08457,,C7H16NO5P,pos 225.07729 Da 84.16 s
232.01699 Da 84.81 s,1.41,233.02426,,C8H4N6OS,pos 232.01699 Da 84.81 s
94.01784 Da 83.71 s,1.4,95.02512,,C4H2N2O,pos 94.01784 Da 83.71 s
67.98848 Da 84.26 s,1.4,68.99576,,,pos 67.98848 Da 84.26 s
244.06857 Da 84.81 s,1.41,245.07585,,C9H12N2O6,pos 244.06857 Da 84.81 s
578.10706 Da 84.26 s,1.4,579.11434,,C17H26N2O20,pos 578.10706 Da 84.26 s
187.05540 Da 84.16 s,1.4,188.06268,,C5H9N5OS,pos 187.05540 Da 84.16 s
125.03875 Da 84.16 s,1.4,126.04603,,,pos 125.03875 Da 84.16 s
234.11130 Da 84.81 s,1.41,235.11858,,C11H14N4O2,pos 234.11130 Da 84.81 s
428.06296 Da 84.16 s,1.4,429.07024,,C13H9N12O4P,pos 428.06296 Da 84.16 s
291.09522 Da 83.71 s,1.4,292.1025,,C11H17NO8,pos 291.09522 Da 83.71 s
155.05797 Da 84.81 s,1.41,156.06525,,C7H9NO3,pos 155.05797 Da 84.81 s
157.98965 Da 85.83 s,1.43,158.99693,,C4H3N2O3P,pos 157.98965 Da 85.83 s
152.00552 Da 86.64 s,1.44,153.01279,,C6H4N2OS,pos 152.00552 Da 86.64 s
422.00066 Da 86.86 s,1.45,212.00751,,C10H12N6O7P2S,pos 422.00066 Da 86.86 s
636.05941 Da 87.75 s,1.46,637.06669,,C16H14N16O9P2,pos 636.05941 Da 87.75 s
456.11465 Da 86.64 s,1.44,229.0646,,C14H12N14O5,pos 456.11465 Da 86.64 s
289.99224 Da 87.75 s,1.46,290.99952,,C10H2N4O7,pos 289.99224 Da 87.75 s
350.00940 Da 87.75 s,1.46,351.01667,,C17H7N2O5P,pos 350.00940 Da 87.75 s
454.04648 Da 89.34 s,1.49,455.05376,,C13H18N4O10S2,pos 454.04648 Da 89.34 s
440.01116 Da 86.86 s,1.45,221.01286,,C11H12N4O13S,pos 440.01116 Da 86.86 s
286.07044 Da 87.09 s,1.45,287.07772,,C6H18N6OS3,pos 286.07044 Da 87.09 s
112.49732 Da 87.75 s,1.46,113.5046,,,pos 112.49732 Da 87.75 s
590.09897 Da 87.75 s,1.46,296.05676,,,pos 590.09897 Da 87.75 s
177.98559 Da 87.75 s,1.46,178.99287,,C5H7O3PS,pos 177.98559 Da 87.75 s
130.50550 Da 88.20 s,1.47,131.51277,,,pos 130.50550 Da 88.20 s
167.97378 Da 88.33 s,1.47,168.98106,,C4H8OS3,pos 167.97378 Da 88.33 s
483.97593 Da 88.92 s,1.48,242.99524,,C15H11N4O9P3,pos 483.97593 Da 88.92 s
208.00942 Da 91.93 s,1.53,209.01669,,C8H4N2O5,pos 208.00942 Da 91.93 s
254.02224 Da 89.34 s,1.49,255.02951,,C7H11O8P,pos 254.02224 Da 89.34 s
248.00491 Da 89.34 s,1.49,249.01219,,C10H4N2O6,pos 248.00491 Da 89.34 s
390.00019 Da 90.01 s,1.5,391.00746,,C14H7N4O8P,pos 390.00019 Da 90.01 s
296.07659 Da 91.93 s,1.53,297.08387,,C9H17N2O7P,pos 296.07659 Da 91.93 s
260.00239 Da 91.16 s,1.52,261.00967,,,pos 260.00239 Da 91.16 s
314.08951 Da 89.34 s,1.49,315.09678,,C9H19N2O8P,pos 314.08951 Da 89.34 s
260.02363 Da 89.34 s,1.49,261.0309,,C20H4O,pos 260.02363 Da 89.34 s
207.99546 Da 90.03 s,1.5,209.00274,,C8H4N2O3S,pos 207.99546 Da 90.03 s
197.00265 Da 89.87 s,1.5,179.99929,,,pos 197.00265 Da 89.87 s
306.02988 Da 89.19 s,1.49,307.03715,,C7H11N6O4PS,pos 306.02988 Da 89.19 s
636.06271 Da 89.34 s,1.49,319.03863,,C13H23N10O14P3,pos 636.06271 Da 89.34 s
466.01657 Da 89.34 s,1.49,467.02385,,,pos 466.01657 Da 89.34 s
330.01295 Da 89.34 s,1.49,331.02023,,,pos 330.01295 Da 89.34 s
465.96508 Da 91.16 s,1.52,466.97236,,C8H7N10O8PS2,pos 465.96508 Da 91.16 s
290.03402 Da 90.01 s,1.5,291.0413,,C6H15N2O7PS,pos 290.03402 Da 90.01 s
217.98200 Da 89.87 s,1.5,218.98928,,,pos 217.98200 Da 89.87 s
306.02617 Da 89.73 s,1.5,154.02036,,,pos 306.02617 Da 89.73 s
135.49660 Da 89.79 s,1.5,136.50388,,,pos 135.49660 Da 89.79 s
118.98697 Da 89.34 s,1.49,119.99425,,C3H5NS2,pos 118.98697 Da 89.34 s
247.98489 Da 89.73 s,1.5,248.99217,,C6H5N2O7P,pos 247.98489 Da 89.73 s
266.01732 Da 89.34 s,1.49,267.02459,,,pos 266.01732 Da 89.34 s
204.01017 Da 89.34 s,1.49,205.01744,,C8H12S3,pos 204.01017 Da 89.34 s
369.99863 Da 89.73 s,1.5,371.0059,,C8H11N4O9PS,pos 369.99863 Da 89.73 s
143.97021 Da 89.34 s,1.49,144.97748,,C5H4OS2,pos 143.97021 Da 89.34 s
483.97433 Da 89.73 s,1.5,484.98161,,C14H8N6O10S2,pos 483.97433 Da 89.73 s
203.99749 Da 89.73 s,1.5,205.00476,,C10H5O3P,pos 203.99749 Da 89.73 s
274.05184 Da 89.73 s,1.5,275.05912,,C12H18OS3,pos 274.05184 Da 89.73 s
125.96355 Da 90.01 s,1.5,126.97083,,C5H2S2,pos 125.96355 Da 90.01 s
351.98409 Da 89.73 s,1.5,352.99136,,C11H13O7PS2,pos 351.98409 Da 89.73 s
347.06248 Da 90.01 s,1.5,348.06975,,C20H13NO3S,pos 347.06248 Da 90.01 s
296.04884 Da 90.03 s,1.5,297.05611,,C9H8N6O6,pos 296.04884 Da 90.03 s
265.99535 Da 90.03 s,1.5,267.00263,,C7H3N6O4P,pos 265.99535 Da 90.03 s
153.51093 Da 90.51 s,1.51,154.51821,,,pos 153.51093 Da 90.51 s
164.00617 Da 91.66 s,1.53,186.99377,,C7H4N2OS,pos 164.00617 Da 91.66 s
362.14667 Da 92.77 s,1.55,182.08061,,,pos 362.14667 Da 92.77 s
139.97706 Da 92.24 s,1.54,140.98434,,C6H4S2,pos 139.97706 Da 92.24 s
288.01651 Da 91.16 s,1.52,289.02379,,,pos 288.01651 Da 91.16 s
446.01220 Da 91.93 s,1.53,447.01948,,,pos 446.01220 Da 91.93 s
328.03619 Da 91.16 s,1.52,329.04347,,C14H9N4O4P,pos 328.03619 Da 91.16 s
445.96441 Da 91.16 s,1.52,446.97168,,,pos 445.96441 Da 91.16 s
236.00937 Da 91.93 s,1.53,237.01665,,C7H9O7P,pos 236.00937 Da 91.93 s
135.06738 Da 92.64 s,1.54,136.07466,,C8H9NO,pos 135.06738 Da 92.64 s
226.00765 Da 92.27 s,1.54,227.01493,,,pos 226.00765 Da 92.27 s
314.05824 Da 91.16 s,1.52,315.06552,,C9H10N6O7,pos 314.05824 Da 91.16 s
463.97454 Da 92.27 s,1.54,232.99454,,,pos 463.97454 Da 92.27 s
164.99522 Da 92.58 s,1.54,166.0025,,C4H7NO2S2,pos 164.99522 Da 92.58 s
290.04454 Da 92.27 s,1.54,291.05182,,C13H11N2O4P,pos 290.04454 Da 92.27 s
311.97124 Da 92.27 s,1.54,312.97852,,C9H13O4PS3,pos 311.97124 Da 92.27 s
312.00144 Da 91.93 s,1.53,313.00871,,C7H20O3S5,pos 312.00144 Da 91.93 s
190.05253 Da 92.77 s,1.55,96.03354,,,pos 190.05253 Da 92.77 s
290.06365 Da 91.93 s,1.53,291.07092,,C11H14O9,pos 290.06365 Da 91.93 s
308.03217 Da 92.27 s,1.54,309.03944,,C17H8O6,pos 308.03217 Da 92.27 s
123.98717 Da 93.65 s,1.56,124.99445,,,pos 123.98717 Da 93.65 s
293.99282 Da 92.27 s,1.54,295.0001,,C12H7O7P,pos 293.99282 Da 92.27 s
324.04066 Da 91.16 s,1.52,163.0276,,,pos 324.04066 Da 91.16 s
276.00608 Da 91.93 s,1.53,277.01335,,C10H5N4O4P,pos 276.00608 Da 91.93 s
385.94137 Da 92.77 s,1.55,386.94865,,C13H8O8P2S,pos 385.94137 Da 92.77 s
337.97375 Da 94.79 s,1.58,360.96279,,,pos 337.97375 Da 94.79 s
359.99534 Da 94.43 s,1.57,361.00261,,C17H4N4O4S,pos 359.99534 Da 94.43 s
395.99412 Da 94.43 s,1.57,397.0014,,C12H16N2O5S4,pos 395.99412 Da 94.43 s
142.03656 Da 96.13 s,1.6,143.04383,,C5H6N2O3,pos 142.03656 Da 96.13 s
171.98882 Da 96.97 s,1.62,172.99609,,C4H4N4S2,pos 171.98882 Da 96.97 s
294.01974 Da 96.97 s,1.62,295.02701,,C13H10O6S,pos 294.01974 Da 96.97 s
131.09506 Da 97.82 s,1.63,132.10234,,C6H13NO2,pos 131.09506 Da 97.82 s
435.98488 Da 96.97 s,1.62,436.99216,,C16H8N2O11S,pos 435.98488 Da 96.97 s
167.92943 Da 100.32 s,1.67,168.93671,,,pos 167.92943 Da 100.32 s
77.98836 Da 102.87 s,1.71,78.99564,,,pos 77.98836 Da 102.87 s
112.01258 Da 104.56 s,1.74,113.01986,,,pos 112.01258 Da 104.56 s
112.02841 Da 105.14 s,1.75,113.03569,,,pos 112.02841 Da 105.14 s
190.05222 Da 104.90 s,1.75,96.03338,,,pos 190.05222 Da 104.90 s
182.07412 Da 106.12 s,1.77,183.08139,,C13H10O,pos 182.07412 Da 106.12 s
116.02077 Da 107.08 s,1.78,117.02805,,,pos 116.02077 Da 107.08 s
200.00903 Da 112.95 s,1.88,201.01631,,C11H4O4,pos 200.00903 Da 112.95 s
165.96111 Da 115.12 s,1.92,166.96839,,C4H6OS3,pos 165.96111 Da 115.12 s
131.09452 Da 115.31 s,1.92,132.1018,,C6H13NO2,pos 131.09452 Da 115.31 s
278.03603 Da 115.31 s,1.92,279.0433,,C12H10N2O4S,pos 278.03603 Da 115.31 s
155.97196 Da 119.81 s,2.0,156.97924,,C4HN2O3P,pos 155.97196 Da 119.81 s
149.96516 Da 120.38 s,2.01,150.97243,,C4H6S3,pos 149.96516 Da 120.38 s
185.95756 Da 125.60 s,2.09,186.96484,,,pos 185.95756 Da 125.60 s
254.02089 Da 127.38 s,2.12,237.01687,,C7H11O8P,pos 254.02089 Da 127.38 s
128.00707 Da 127.66 s,2.13,129.01434,,,pos 128.00707 Da 127.66 s
171.98492 Da 127.73 s,2.13,172.9922,,C6H4O4S,pos 171.98492 Da 127.73 s
137.99599 Da 127.95 s,2.13,139.00327,,C6H2O4,pos 137.99599 Da 127.95 s
296.04880 Da 127.84 s,2.13,297.05607,,C10H17O6PS,pos 296.04880 Da 127.84 s
123.97558 Da 129.93 s,2.17,124.98286,,,pos 123.97558 Da 129.93 s
126.01537 Da 127.73 s,2.13,127.02265,,,pos 126.01537 Da 127.73 s
182.00310 Da 129.93 s,2.17,183.01038,,C8H6O3S,pos 182.00310 Da 129.93 s
107.97992 Da 130.47 s,2.17,108.9872,,,pos 107.97992 Da 130.47 s
101.96357 Da 135.34 s,2.26,102.97084,,C3H2S2,pos 101.96357 Da 135.34 s
210.08545 Da 137.89 s,2.3,211.09273,,C5H15N4O3P,pos 210.08545 Da 137.89 s
166.95659 Da 140.45 s,2.34,167.96386,,,pos 166.95659 Da 140.45 s
279.93284 Da 143.17 s,2.39,280.94012,,C10H2O6P2,pos 279.93284 Da 143.17 s
109.00223 Da 148.10 s,2.47,110.0095,,,pos 109.00223 Da 148.10 s
286.00247 Da 152.74 s,2.55,287.00974,,C6H11N2O7PS,pos 286.00247 Da 152.74 s
126.01474 Da 153.31 s,2.56,127.02202,,C6H6OS,pos 126.01474 Da 153.31 s
253.95121 Da 153.35 s,2.56,254.95848,,,pos 253.95121 Da 153.35 s
140.94850 Da 154.28 s,2.57,141.95578,,,pos 140.94850 Da 154.28 s
160.00510 Da 155.89 s,2.6,161.01237,,,pos 160.00510 Da 155.89 s
166.02155 Da 155.79 s,2.6,167.02882,,,pos 166.02155 Da 155.79 s
99.03220 Da 155.79 s,2.6,100.03948,,,pos 99.03220 Da 155.79 s
193.98351 Da 155.89 s,2.6,194.99078,,C4H6N2O3S2,pos 193.98351 Da 155.89 s
301.98082 Da 157.80 s,2.63,302.9881,,C10H7O9P,pos 301.98082 Da 157.80 s
175.97395 Da 158.09 s,2.63,176.98123,,C4H4N2O2S2,pos 175.97395 Da 158.09 s
139.95224 Da 158.46 s,2.64,140.95951,,,pos 139.95224 Da 158.46 s
210.08500 Da 160.98 s,2.68,211.09227,,C6H14N2O6,pos 210.08500 Da 160.98 s
129.95888 Da 163.35 s,2.72,130.96616,,,pos 129.95888 Da 163.35 s
146.04282 Da 166.02 s,2.77,147.05009,,,pos 146.04282 Da 166.02 s
197.96123 Da 165.36 s,2.76,198.96851,,,pos 197.96123 Da 165.36 s
148.94600 Da 165.70 s,2.76,149.95328,,,pos 148.94600 Da 165.70 s
123.96847 Da 168.26 s,2.8,124.97574,,,pos 123.96847 Da 168.26 s
136.00633 Da 170.45 s,2.84,137.01361,,,pos 136.00633 Da 170.45 s
183.96720 Da 171.11 s,2.85,184.97448,,C5HN2O4P,pos 183.96720 Da 171.11 s
126.01584 Da 171.11 s,2.85,127.02312,,C6H6OS,pos 126.01584 Da 171.11 s
261.92187 Da 173.67 s,2.89,262.92914,,C7H2O7S2,pos 261.92187 Da 173.67 s
157.96276 Da 173.56 s,2.89,158.97004,,,pos 157.96276 Da 173.56 s
175.97845 Da 173.00 s,2.88,176.98573,,C5H4O5S,pos 175.97845 Da 173.00 s
277.98560 Da 173.56 s,2.89,278.99287,,C9H11O4PS2,pos 277.98560 Da 173.56 s
184.05782 Da 173.56 s,2.89,185.06509,,C6H16O2S2,pos 184.05782 Da 173.56 s
99.03201 Da 175.92 s,2.93,100.03928,,,pos 99.03201 Da 175.92 s
151.94369 Da 176.07 s,2.93,152.95097,,,pos 151.94369 Da 176.07 s
253.97150 Da 178.05 s,2.97,254.97877,,,pos 253.97150 Da 178.05 s
162.02091 Da 180.40 s,3.01,145.01736,,C4H7N2O3P,pos 162.02091 Da 180.40 s
133.93485 Da 181.10 s,3.02,134.94213,,,pos 133.93485 Da 181.10 s
107.98109 Da 181.18 s,3.02,108.98836,,,pos 107.98109 Da 181.18 s
254.00662 Da 185.62 s,3.09,255.0139,,C10H6O8,pos 254.00662 Da 185.62 s
136.01335 Da 185.91 s,3.1,137.02063,,C7H4O3,pos 136.01335 Da 185.91 s
163.96333 Da 188.43 s,3.14,164.97061,,,pos 163.96333 Da 188.43 s
146.04210 Da 188.62 s,3.14,147.04938,,,pos 146.04210 Da 188.62 s
169.95925 Da 190.63 s,3.18,170.96652,,C5H2N2OS2,pos 169.95925 Da 190.63 s
243.91166 Da 190.97 s,3.18,244.91894,,,pos 243.91166 Da 190.97 s
193.98298 Da 191.15 s,3.19,194.99026,,,pos 193.98298 Da 191.15 s
133.93596 Da 193.51 s,3.23,134.94324,,,pos 133.93596 Da 193.51 s
235.93950 Da 193.69 s,3.23,236.94678,,,pos 235.93950 Da 193.69 s
